sid_name,served_arpt,fixes
ACCRA5.ACCRA,57C BUU ENW ETB HXF MKE MWC RAC UES,FANZI WENUL KAJJY LVENS HHHUL ACCRA
ACONY3.ACONY,SJU,ACONY PALDE
ADAMM3.ADAMM,VNY,ADAMM
ADELL7.ADELL,ARR DPA GYY LOT,ACITO ADELL
ADEXE1.ADEXE,MAN,ADEXE
ADIBE1.ADIBE,U34,ADIBE
ADYOS3.ADYOS,ABQ,ADYOS
AEROZ2.AEROZ,3R9 AUS EDC GTU HYI RYW T74,AMUSE AEROZ
AFTON4.GIGSE,AFO,WOLEN FRIDM GIGSE
AGERS1.AGERS,FLL,AGERS
AHEHU3.AHEHU,SMN,OMIXE AHEHU
AHMET4.KKIDS,BKL CGF LNN LPR,AHMET KKIDS
AJOFY1.AJOFY,CJX,UWUHI AJOFY
AKIAK1.BET,AKI,WEEKE BET
AKUMY5.AKUMY,AKP,MUSDE FIIAT INTON BOHNU AGEME AKUMY
AKUNA9.AKUNA,DFW,AKUNA
ALAMO5.ALAMO,SAT SSF,SAT
ALCOS6.ALCOS,CPR,ALCOS
AEX3.AEX,AXH CXO DWH EFD GLS HOU IAH IWS LBX SGR T41 TME,RAECN VELCO AEX
ALIAN2.ALIAN,DFW,RBBIT FUMED ALIAN
ALISS7.ALISS,5C1 BAZ CVB PEZ RND SAT SKF SSF,TREVA TATAR ALISS
ALKAL1.ALKAL,U76,ALKAL
ALMDN4.ALMDN,SJC,NEVSE KIELY ALMDN
ALMON1.ALMON,RYN,ALMON
ALPIN4.KICNE,JAC,KICNE
ALPYN1.ALPYN,RNO,NSTAR ALPYN
ALTNN2.ALTNN,HST MIA OPF TMB X51,AGERS PERTS ALTNN
AHC1.AHC,SVE,AHC
AMEEE1.AMEEE,DCA,AMEEE
AMERY4.AMERY,KOA,AMERY
ANAHM1.SLI,FUL LGB SNA,SLI
ANEKE2.CELAV,AXX,MIDAE ANEKE BOPLE CELAV
ANGIL1.ANGIL,8S1,TEPSE ANGIL
ARCHZ1.ARCHZ,SLC,SCANT ARCHZ
ARDIA7.ARDIA,DFW,ARDIA
ARSNL5.CSN,HEF,CSN
ASORT2.ASORT,JNU,CGL BARLO LYNNS CUSHI ASORT
AST3.AST,AST,AST
ATASY3.ATASY,TDO,ATASY
ATKNN5.ATKNN,ELP,ATKNN
ATOMK3.ATOMK,ABQ,FOXRR TYWEB TKILA FIREY ATOMK
AUREL4.SIRPE,SUN,AMOME SIRPE
AUTMN6.AUTMN,MEM,SHAAA AUTMN
AVE1.AVE,C80,AVE
AVILA4.AVILA,SBP,AVILA
AZALA4.AZALA,DNL HQU,NKLAS AMENN AZALA
AZONE7.AZONE,MEM,TOWND AZONE
BACHS2.BACHS,AAT,BACHS
BACMY2.BACMY,CEM,BACMY
BALDY3.MAXXO,PHX,GILAA ADYAN MAXXO
BANGR9.BANGR,SEA,BANGR
BANNG3.BANNG,ATL,BANNG
BANZI1.BANZI,HNL,BANZI LHAKE
BARII3.BARII,ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP,HUUTZ BARII
BARMY5.BARMY,AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ,MESHY GULFY BARMY
BAYLR6.BAYLR,DEN,WAKIR TUULO HLTON MTSUI BAYLR
BAYPO2.BAYPO,PIE TPA,FINKI BAYPO
BBKNG7.BBKNG,MEM,LEOOO BBKNG
BEACH4.BEACH,OGG,BEACH
1U71.LUNDI,1U7,PAPIE
BEAVY6.BEAVY,AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ,UGANG BEAVY
BEMAR3.BEMAR,BCB,BEMAR
BDN2.BDN,BDN,DSD
KUDD1.KUDD,UDD,TRM
BERNI3.BERNI,HIO,BERNI
BERYY5.BERYY,STL,BERYY
BET2.BET,KWT,BET
BTT2.BTT,CXF,ZUVUB BTT
BEVVR1.BEVVR,EGE,COPER HNDES BEVVR APRES
BEXGO5.BEXGO,RDU,AIMHI BEXGO
BGOOD5.BGOOD,STL,BGOOD
BGSKY2.BGSKY,BZN,BGSKY
BIBNE3.BIBNE,MDM,BIBNE
BGQ2.BGQ,UUO,BGQ
BIMMR3.BIMMR,GMU GSP GYH SPA,ZNTRM ZZCAR BIMMR
BINAL2.BINAL,OUL,BINAL
BINKY6.BINKY,MEM,IMABE BINKY
BKA4.BKA,SIT,BKA
BIXBY1.BIXBY,RFD,BODEE BIXBY
BKT1.BKT,BKT,BKT
BLECO8.BLECO,DFW,BLECO
BLOKR7.BLOKR,ARR DPA GYY LOT,BACEN BLOKR
BLTWY7.BLTWY,54T 6R3 ARM AXH BYY CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME,DREMR LITLD BLTWY
HBU3.HBU,MTJ,HBU
BLUSH2.BLUSH,MKK,BLUSH
BLZZR6.BLZZR,BOS,BLZZR
BMRNG4.BMRNG,SJC,GRRIF BMRNG
BNDIA3.BNDIA,3R9 AUS EDC GTU HYI RYW T74,GARDS BNDIA
BNDTO6.BNDTO,IAH,SHAAK BNDTO
BNGLE5.BNGLE,CVG,BNGLE
BNGOS4.BNGOS,HST MIA OPF TMB X51,MRENO BNGOS
BNICE2.BNICE,FLL FXE PMP,MRENO BNICE
BNYRD6.BNYRD,CHD DVT GEU GYR IWA SDL,BNYRD TFD
BOBKT5.BOBKT,BZN,JAPER BOBKT
BOBZY5.BOBZY,AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ,LACHN YNGUN BOBZY
BRDR7.BROWS,SAN,BROWS
HBT2.HBT,SDP,HBT
BORRN6.BORRN,54T 6R3 AXH CXO DWH EFD GLS HPY IWS LBX LVJ SGR T00 T41 T78 TME,BORRN DILRE
BOSQE3.BOSQE,ABQ,JETOK BOSQE
BOTCH1.BOTCH,50F ADS AFW CPT DAL DFW DTO F41 F46 FTW FWS GKY GPM HQZ JWY LNC LUD NFW RBD TKI WEA,DEMII BOTCH
BLD1.BLD,VGT,LAS BLD
BOWIE8.BOWIE,SAT SSF,SAT
BZN6.BZN,BZN,BRIGR BZN
BRAKK5.BRAKK,STL,BRAKK
BRALY1.BRALY,PRB,BRALY
KTS3.MUJUD,KTS,MUJUD
BRICK4.JNC,MTJ,BRICK JNC
RVF2.HIA,RVF,HIA
BROAK1.BROAK,PHX,BROAK FTHLS
BRSTL1.BRSTL,JAX,TEREE BRSTL
BRUWN7.BRUWN,BOS,BRUWN
BRYCE2.BRYCE,BCE,BCE
BCHN2.CCR,CCR,CCR
BXK4.BXK,PHX,BXK
BUELT4.BUELT,SMX,BUELT
BUFIY4.BUFIY,ROA,NTHEN PHLIP BUFIY
BUFTT1.BUFTT,EYW,MOODI BUFTT
BUNZZ3.BUNZZ,IAD,BUNZZ
BURRO5.BURRO,TUS,BURRO
BWALL2.BWALL,GMU GSP GYH SPA,HALJO ALYSA BWALL
BYTER1.BYTER,SEZ,JEXXI GATTS PIPOE SIDTY BYTER
CABOT1.CABOT,KKI,CABOT
CADKI1.CADKI,MAN,DEFKI ZURMU CADKI
L711.LHS,L71,UGONE LHS
CMA6.CMA,OXR,CMA
CAMBA4.CAMBA,TYL,CAMBA
CANBY2.CANBY,HIO,CANBY
CANOG3.IPIHO,VNY,IPIHO
CAP2.CEP,SRR,CEP
CRBN2.NEDAE,DWX,YEGUS WIBSO VANJO UCIGA NEDAE
CARYN7.CARYN,ARR DPA GYY LOT,CMSKY CARYN
CASCD4.CHISM,PDX,CHISM
CASEL7.CASEL,CDV,CASEL
SXC8.SXC,LAX,SXC
CATH1.PSP,PSP,EMRUD PSP
CAVVS4.CAVVS,BKL CGF CLE LNN LPR,LBRON CAVVS
CBAIN1.CBAIN,BFI,GNEXX KURRT CBAIN
CCOBB3.CCOBB,ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP,BROZZ CCOBB
CELTK7.CELTK,BOS,CELTK
CENTR1.ARD,47N,METRO ARD
CGULL1.CGULL,SLC,CORVR CGULL
CHACO1.CHACO,FMN,CHACO
CHADM3.CHADM,BNA,OZCAR CHADM
CHANL3.SXC,SNA,SXC
CHATT6.CHATT,AGS AIK DNL HQU,BRDYE SWANG CHATT
CHATY5.CHATY,LAX,CHATY
CHCLL6.CHCLL,CVG,CHCLL
CHILY4.CHILY,PHX,ZEPER KARLO CHILY
CHISM4.CHISM,HIO,CHISM
CHLDR5.CHLDR,MEM,PEPOC CHLDR
CHOII3.CHOII,SMO,TREKK DARTS CHOII
CHOIR3.CHOIR,AAT,CHOIR
CHOTT1.CHOTT,O05,CHOTT
CHRRO1.CHRRO,STS,CHRRO
CHUNA2.CHUNA,CDB,CHUNA
CHUUC6.CHUUC,STL,CHUUC
CHUWY1.CHUWY,DEN,YOKES LNGWD CHUWY
CIITY3.CIITY,SFO,CIITY
CILAC3.CILAC,PEV,CILAC
CISPU1.CISPU,M46,COLOK CISPU
CLSSY2.CLSSY,SAN,RRONN BRGDY LLAMP CLSSY
CLTCH3.CLTCH,DAA DCA IAD JYO MRB OKV,BUTRZ CLTCH
CLVIN3.CLVIN,ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP,PHAUL CLVIN
CNDEL5.CNDEL,OAK,LEJAY CNDEL PORTE
OAL4.OAL,FAT,FRA NIKOL OAL
COAST9.MCKEY,OAK,SEGUL CYPRS MCKEY
CSTL9.CCC,BAF BDL HFD,HFD THUMB YODER CCC
CIE1.CIE,P33,SSO
COE2.COE,COE,COE KARPS
COLD2.CDB,KVC,SHAKR JIMAV KOPEC CDB
COLIN8.COLIN,RIC,COLIN
CONLE5.CONLE,BWI DMW ESN FDK GAI MTN,OHSSS
CONNR7.CONNR,DEN,TAVRN VONNN TEEBO CONNR
CONRA3.CONRA,GRK HLR ILE,CONRA
CONUK1.CONUK,M46,SITOY CONUK
COOLI6.COOLI,HCR,OKABE EXOWI ZANGY COOLI
COORZ6.COORZ,DEN,IPALE MOLSN BULLT COORZ
CRONA1.CNX,ALM,ZOOOM GLINA CNX
CEZ2.CEZ,CEZ,CEZ CEZ
COULT7.COULT,ANE FCM MSP STP,COULT
CRATR1.LMT,LMT,LMT
CREPE3.CREPE,SBP,CREPE
CRIED1.CRIED,AXH CXO DWH EFD GLS HOU IAH IWS LBX SGR T41 TME,LITLD STELL CRIED CQY
CRISI2.CRISI,KOA,CRISI
CROLI1.CROLI,MMH,OGISE DUVBE TEPME CROLI
CROSB2.CROSB,JAX,GIGLZ CROSB
CROWD8.CROWD,TPA,MILEJ CROWD
CRSON7.CRSON,MEM,LYZZI CRSON
CSHEL7.CSHEL,APF FMY MKY RSW,CSHEL
CTRUS4.CTRUS,SMO,WRASH CTRUS
CURLO6.CURLO,DAL,HAYZZ CURLO
CUTTN2.CUTTN,ATL,CUTTN
CWARD2.CWARD,CRQ MYF RNM SAN SDM SEE,GYWNN PADRZ CWARD
DAG1.DAG,DAG,DAG TEELE
DALLS1.LTJ,DLS,LTJ
DANLS3.DANLS,BNA,BGDDY DANLS
DARCY7.DARCY,ARR DPA GYY LOT,DENNT DARCY
DARRK3.DARRK,LAX,DARRK
DARTZ9.DARTZ,DFW,DARTZ
DAVVY2.DAVVY,LXV,OLOWI DAVVY
DAWNN1.DAWNN,EYE GEZ HFY IND MQJ TYQ UMP,DAWNN
DDANY3.DDANY,MCO,UKAYY DDANY
DDRTH1.DDRTH,DEN,YAMMI DDRTH
DECOT1.DECOT,RHV,DECOT
DVT3.PXR,DVT,PXR
DEEZZ5.DEEZZ,FRG JFK,DEEZZ HEERO
DTA1.DTA,DTA,DTA
DSD3.DSD,S39,DSD
DEZRT2.DEZRT,SLC,DURCH BONNE DEZRT
DIBVY3.GAL,KYU,DIBVY GAL
DIDLY5.DIDLY,MSO,DIDLY
DLN2.DLN,RVF,DLN
DITTI1.DITTI,PVU,DITTI
DIVD2.HLN,HLN,HLN
DIVYD2.DIVYD,JAC,GIYER DIVYD
DIXON2.DYNES,DWX,DYNES
DIXXY8.DIXXY,ROA,DIXXY
DOCTR5.DOCTR,DCA,DOCTR
DOOKK3.DOOKK,ABQ,JETOK BIYEN DOOKK
DORMR3.DORMR,TPA,SYKES DORMR
DORRL2.DORRL,FLL FXE HST MIA OPF PMP TMB X51,LIFRR BOGYY DORRL
DOTSS2.DOTSS,LAX,PEVEE HOLTZ DOTSS
DOVER5.DOVER,AGS AIK,BEANS SARDY DOVER
DRAKE2.DRK,GEU,WATEG PODRY KARLO DRK
DRRLL4.DRRLL,FAI,NNOOK GRZLE
DRURY3.DRURY,BNA,GRCHN DRURY
DRUSE5.DRUSE,STL,DRUSE
DUCKZ5.DUCKZ,MEM,WSTIN DUCKZ
DUKPN1.DUKPN,BWI,DUKPN
DUMZU1.DUMZU,5NN,GIDLE DUMZU
LBY2.LBY,HBG,LBY
EBSIH1.EBSIH,9A3,EBSIH
ECHHO2.ECHHO,SAN,ECHHO
ECHOO1.ECHOO,APA BJC CFO FNL GXY LMO,BAPME ECHOO
ECLPS1.ECLPS,PHX,ECLPS KATMN
EDUKY5.EDUKY,RIL,SLOLM EDUKY
EEMOS5.EEMOS,STL,EEMOS
EEONS8.WYNDM,DEN,EEONS WYNDM
EEVAA1.EEVAA,SDF,EEVAA
EGAXE1.EGAXE,6K8,EGAXE
ELD1.ELD,AXH CXO DWH EFD GLS HOU IAH IWS LBX SGR T41 TME,RAECN VELCO ELD
ELB5.ELB,SNA,ELB
ELANR8.ELANR,ARR DPA GYY LOT,EARND ELANR
MOS2.MOS,ELI,MOS
ELIZZ1.ELIZZ,4V0,ELIZZ
EKN1.EKN,EKN,EKN
ELMAA5.ELMAA,SEA,PEAKK ELMAA
ELMOO9.ELMOO,BUR,ELMOO
ELOCO6.ELOCO,HOU,ELOCO CHPEE
ELOEL3.ELOEL,3R9 AUS EDC GTU HYI RYW T74,WLMRT ELOEL
ELY2.ELY,ELY,ELY
EMMTT4.EMMTT,DAL,WIGIS EMMTT
EMMYS8.ZIRKL,DEN,EMMYS ZIRKL
EMONT3.EMONT,OGD,EMONT
ENDED2.ENDED,PIE TPA,ENDED LACEN
ENNIS2.ENNIS,EKS,SPHNX MDISN HIA
EPH1.EPH,OMK,GETNG HVARD EPH
EPKEE7.EPKEE,DEN,EPKEE POIZN
ESNYE7.ESNYE,DAL,WIGIS JYMME BAETZ ESNYE
ESTRR5.ESTRR,AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ,GINNN ESTRR
EVVAN3.EVVAN,BNA,CHPPY EVVAN
EXBOX2.EXBOX,JAX,SAWGY EXBOX
EXCON1.EXCON,APV,HUNEY EXCON
EXTVE1.PLFMD,JZI,RNDAH GECHE GULLA PLFMD
EXTAN7.SHAYK,DEN,EXTAN CABET SHAYK
EYAKS6.EYAKS,CDV,EYAKS
EYESE2.EYESE,S59,EYESE
EZEPU1.EZEPU,4KA,EZEPU
FFU9.FFU,SLC,FFU
FAKES4.FAKES,YAK,FAKES
FALCC1.FALCC,SAN,MAFAN FALCC
FLCON1.DRAKE,FLY,DRAKE
FARM7.UBG,HIO,UBG
FATHE4.FATHE,MCO,BUFFI FATHE
FEALX2.FEALX,FLL FXE PMP,FEALX
FEGBA3.FEGBA,ORS,FEGBA
FESKO1.FESKO,WMC,FESKO
FETUJ3.FETUJ,TMK,FETUJ
FFITZ4.FFITZ,ANC,EVRTS DCSIX FRIDA FFITZ
FICHU4.HABXU,O22,FICHU GONAQ HABXU
FINZZ3.FINZZ,SNA,STREL DOLLF FINZZ
FIROS1.FIROS,1U7,FIROS
FIXET5.FIXET,BWI,OHSSS CONLE FIXET
FLG1.OATES,FLG,OATES
FLAME3.FLAME,BNA,COOGR FLAME
FLIYN1.FLIYN,SUN,NOHVA FLIYN
FLMGO2.FLMGO,HST MIA OPF TMB X51,ALNZO FLMGO
FLOUT5.FLOUT,SBA,FLOUT
FLUEN2.FLUEN,O28,OOLEY FLUEN
FLYZA5.FLYZA,IAH,BOTLL FLYZA
FOBRO1.FOBRO,O46,DIMGE FOBRO
FOLZZ3.FOLZZ,HST MIA OPF TMB X51,MARCK FOLZZ
FORCK3.FORCK,DFW,HANUH LYING FORCK
FORPE1.FORPE,PHX,FORPE LALUZ
FBR1.FBR,EVW,FBR
FOXHL1.FOXHL,BWI,TERPZ FOXHL
FRITR3.DOTSS,LGB,FRITR DOTSS
FRNCK1.FRNCK,LAS,AYVUH RATPK DARDN FRNCK
FRSBE2.FRSBE,FLL FXE PMP,ALNZO FRSBE
FSHUN4.FSHUN,MCO,FSHUN
FTHIL3.FTHIL,SMF,FTHIL
FTHLS6.FTHLS,CHD DVT GEU GYR IWA SDL,BROAK FTHLS
FUNNL3.FUNNL,OKC OUN PWA,VOWED FUNNL
FYRBD1.FYRBD,PHX,FYRBD JUDTH
FYSTA3.FYSTA,ABQ,BLUUN BURQI FYSTA
GABBE3.GABBE,HEF,GABBE
GABOW2.GABOW,FXE PMP,MNUDO GABOW
GAIRY2.GAIRY,ATL,GAIRY
GLEEN8.GLEEN,FAI,GAL
GANBO1.GANBO,SJU,GANBO CLAYO TOREY
GANDY8.GANDY,TPA,GANDY PAIRS
GAPP7.GAP,SFO,
GARDY4.GARDY,LAX,TRAAP JIIVE CLUTZ GARDY
GARLK1.GARLK,WVI,CHAAN GARLK
GATWY1.TWILA,ALN BLV CPS STL SUS,STL TOY TWILA TWILA
GAUCH3.GAUCH,SBA,GAUCH
GDOGG3.GDOGG,BNA,KNNGG GDOGG
GENEH7.GENEH,MEM,BASAC GENEH
GED1.ATR,GED,ATR
GEYSR6.DNW,JAC,GIYER NALSI DNW
GIDGT3.GIDGT,LAS,GIDGT
GIFFA1.GIFFA,AXH CXO DWH EFD GLS HOU IAH IWS LBX SGR T41 TME,MONNT BUMCO GIFFA
GIPLE7.GIPLE,CVG,GIPLE
GLADA3.GLADA,SJU,GLADA MAWLY
GLADZ4.GLADZ,FLL MIA OPF,GAYTR RUTLG GLADZ
GLARA2.GLARA,UAO,GLARA
GLAZY1.GLAZY,MHV,GLAZY
GLDMN8.GLDMN,LGA,KIWIE VOBOZ GLDMN
GMBUD7.GMBUD,MEM,CUVDO GMBUD
GNNET2.GNNET,UAO,GNNET
GNNRR3.GNNRR,SFO,GNNRR
GOETZ7.GOETZ,MEM,DOUUG GOETZ
GMN7.GMN,LAX,GMN
GOSIP1.GOSIP,4V1,WULRA GOSIP
GOWEN4.BOI,BOI,FIMGU BOI
GRABE8.GRABE,DFW,GRABE
GRAND4.BISOP,GCN,BISOP
JNC9.JNC,GJT,JNC
GROMO4.GROMO,YKM,GROMO
GRRIZ5.GRRIZ,MEM,FHLPS GRRIZ
GRZLY4.MSO,MSO,MSO
GRZZZ4.GRZZZ,ABQ,ROWHO GRZZZ
GTGON1.GTGON,SDF,GTGON
GTLKE4.GTLKE,BKL CGF CLE LNN LPR,AYYLE BRNIN GTLKE
GKN1.GKN,6K8,BLUEW GKN
GUMBY3.GUMBY,IAH,DWSUN GUMBY
GSTVS2.SSR,GST,SSR
GWAVA2.GWAVA,MIA,GWAVA
GYPSM6.RLG,EGE,RLG
HAALO3.HAALO,ATL,HAALO
HABUT4.GVO,SBA,HABUT SOSYY GVO
HAGOL5.HAGOL,CVG,HAGOL
HAMAR2.HAMAR,SJU,HAMAR NAILL
HAMET3.HAMET,RIF,DELPE ZIDLO HAMET
HAMEY2.HAMEY,HRF,HAMEY MSO
HANIM2.HANIM,7S0,KANAF CHARL HANIM
HAPAI3.HAPAI,MKK,HAPAI
HAROB6.HAROB,SEA,HAROB
HARYS5.HARYS,VNY,DSSRT BSHOW HARYS
HASSL2.HASSL,1L7,UVCEH HASSL
HAWWC3.HAWWC,FUL LGB SLI SNA TOA,PIJIN HAWWC
HAYEZ9.HAYEZ,VNY,CONDS TRAFF LYDEY HAYEZ
HEALY2.EVIEE,HRR,ZOBIN RUTOY EVIEE
HLN5.HLN,HLN,HLN
HEMRO1.HEMRO,MHM,KUYVE HEMRO
HENCE1.HENCE,RHV,HENCE
HSTIN6.HSTIN,MSP,BDOGG MNDEE PRAMN HITTL NANCZ HSTIN
HGGRD3.HGGRD,BNA,MERRL HGGRD
HHERO3.HHERO,SNA,STREL DOLLF MIKAA SNYPR HHERO
HHOTH2.HHOTH,DEN,BRYCC HHOTH
HHOWE4.HHOWE,ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP,MALTB HHOWE
HIAKA1.HIAKA,OGG,HIAKA ROSAH
HIDEY1.HIDEY,SDF,HIDEY
HIICH2.HIICH,HEF,HIICH
HIMKI1.HIMKI,AKA,GANEF HIMKI
HIVKA2.HIVKA,SGU,HIVKA
77S2.EUG,77S,EUG
HOBOW3.HOBOW,SNA,LIION CHOAK JAABB KLNCH TKDWN TRAYN JUMPP HOBOW
HOLND1.HOLND,ORF,VABCH HOLND
HOLYO4.NACIK,HEQ,NACIK
HOMAN3.HOMAN,RDD,HOMAN
HOMME1.HOMME,RCV,SHERN HOMME
HNL2.HNL,HNL,
HOODO7.HOODO,54T 6R3 AXH CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME,VUH HOODO
HOOKS2.HOOKS,NUQ,HOOKS
HOOKZ5.HOOKZ,RDU,FITON HOOKZ
OOM5.OOM,EYE GEZ HFY IND MQJ TYQ UMP,OOM
HOPEA3.HOPEA,LGA,HOPEA CRI ASALT
HORTO4.HORTO,DCA,HORTO
HSR2.HSR,HSR,RAP
HOTRD5.HOTRD,MEM,ZELKO HOTRD
HRMNS6.HRMNS,PDX,HRMNS
HROCK2.HROCK,FLL FXE PMP,JOENZ HROCK
HRPER3.HRPER,DFW,TYGGR DBLSS HRPER
HSKEL3.HSKEL,PWM,ALIEH HSKEL
HUDAD2.HUDAD,DFW,PGLET MUTEE HUDAD
HUDSN1.YOMAN,6N5 JRA JRB,HUDSN RINNG CHNZO JOTRE HUDSN YOMAN
HUGHE1.MOGFO,HUS,MOGFO
HURCN4.HURCN,HST MIA OPF TMB X51,JOENZ HURCN
HURIC4.HURIC,RDU,STRMY HURIC
HURTT5.HURTT,LYH,DECAF CAPIN HURTT
HUSIL3.HUSIL,OPF,JAMEX HUSIL
HUSSH2.HUSSH,OAK,HUSSH NIITE
HWRRD1.HWRRD,PSP,FYTNN EYRSH HWRRD
HYLND7.HYLND,BOS,HYLND
ICONS5.ICONS,AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ,GILFN ICONS
IDA3.IDA,U02,IDA
IKONE1.IKONE,PSP,MYKUL IKONE
ILEXY4.ILEXY,3R9 AUS EDC GTU HYI RYW T74,HOOKK ILEXY
INDIE8.INDIE,54T 6R3 ARM AXH BYY CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME,RENNK COLET SUSHI WWELL INDIE
INOTY1.INOTY,AKA,ZIKEF BILNE INOTY
IYK2.LHS,IYK,LHS
IRV5.IRV,SNA,ELB
ISBRG1.ISBRG,SEA,WUREL ATOME BREMM ISBRG
ITAWU2.ITAWU,PTH,ITAWU
IZTIR2.IZTIR,P13,HAWRA RIPUW IZTIR
IZZZO8.IZZZO,CHD DVT GEU GYR IWA SDL,KEENS IZZZO
JAAWS2.JAAWS,SJU,UTAHS
JACCC2.JACCC,ATL,JACCC
JKSN1.OED,MFR,OED
JADKO1.JADKO,SBD,ELICA JADKO
JAHNY6.JAHNY,STL,JAHNY
JALEX3.JALEX,ADK,JALEX EBILE CEBID LONOK
JANKE1.JANKE,GNB,PUZEN JANKE
JASPA7.JASPA,DFW,JASPA
JATTS1.JATTS,AOC,JOBRO JATTS
JBNCH6.JBNCH,CVG,JBNCH
JCOBY4.JCOBY,IAD,RIGNZ JCOBY
JCOXX2.JCOXX,ELP,JCOXX
JDUBB4.JDUBB,DAA DCA IAD JYO MRB OKV,HAFNR JDUBB
JEDGI2.JEDGI,PRB,JEDGI
JEEMY4.JEEMY,MCO,MDUSA JEEMY
JEEON1.JEEON,PSP,KAIMI JEEON
JEFPO1.JEFPO,SEA,WUREL ATOME CENEX JEFPO
JELIE1.JELIE,JRF,JELIE
JEMEZ3.JEMEZ,ABQ,GRREN FIREY JEMEZ
JENER4.JENER,JST,JENER
JERES2.JERES,IAD,IDORE JERES
JERID5.JERID,MHV,JERID
JETIN2.JETIN,JAX,DURTE JETIN
JETSS1.JETSS,SJU,JETSS
JEWLZ1.JEWLZ,P19,JUPOL JEWLZ
JHART7.JHART,STL,JHART
JIMPA2.JIMPA,CXP,MOPNE JIMPA
JITKA2.JITKA,SGU,UTI JITKA
JMAAL4.NAKED,VDZ,MNL OLLEO JMAAL NAKED
JOGMO1.JOGMO,AKK,CODUR JOGMO
JOHKR5.JOHKR,LAS,JOHKR
JOJJO5.JOJJO,AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ,WAYDS LONEE JOJJO
JONHH2.JONHH,SDL,JONHH
JORJO5.JORJO,PWK UGN,JILYN JORJO
JTEEE5.JTEEE,MEM,HSTON JTEEE
JUDTH7.JUDTH,CHD DVT GEU GYR IWA SDL,GBN JUDTH
JCT1.JCT,CXO DWH IAH,CUZZZ ZUUUU PUFER SPURS JCT
JNU6.JNU,JNU,CGL BARLO
JUNPR6.JUNPR,AGS AIK,PARRR KNINE JUNPR
JUTES4.JUTES,LGA,JUTES TNNIS
KACIR2.KACIR,KNB,KACIR
KAJIN2.KAJIN,ATL,KAJIN
KAKE1.LVD,AFE,LVD
KALAE1.KALAE,MKK,KALAE
LUP1.LUP,LUP,MKK
KALLI7.KALLI,RIC,KALLI
KAOLN6.KAOLN,AGS AIK,PARRR FOURR PGAAA KAOLN
KARPS2.KARPS,65S,ZAKNI HEROX HITOT KARPS
KARRR7.KARRR,54T 6R3 AXH CXO DWH EFD GLS HPY IWS LBX LVJ SGR T00 T41 T78 TME,KARRR KAVCY
KATFH3.KATFH,OAK,ROWLY VYYDA KATFH
KATMN6.KATMN,CHD DVT GEU GYR IWA SDL,ECLPS KATMN
KATZZ2.KATZZ,DFW,ROOOO RUFFS KATZZ
KAUAI2.KAUAI,LIH,KAUAI
HMK1.MKK,MKK,MKK
KAYLN3.KAYLN,ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP,MTRCT KAYLN
KBREW2.KBREW,ANE FCM MSP STP,GEP KBREW
KEAHI3.KEAHI,HNL,KEAHI
KEENS3.KEENS,PHX,KEENS IZZZO
KELSO2.KELNG,KLS,KELNG
KEMRR5.FBR,EMM,FBR
KENDL4.KENDL,RDD,KENDL
KENLN6.KENLN,CVG,KENLN
KENT9.ZIGED,BFI,ZIGED
KEOLA3.KEOLA,HNL,KEOLA
CETK6.ANN,KTN,ANN
KIAWA2.LGRHD,JZI,LGRHD
KILNS5.KILNS,AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ,MUNBE LILIC KILNS
KKIDS1.KKIDS,CLE,KKIDS
KKITY5.KKITY,DAL,HAYZZ CURLO KKITY
KLADA2.KLADA,MIA,KLADA
MFR1.LMT,MFR,BDONA JOWEL KRETS LMT
KLWCK1.UDENE,AKW,AKCOW UDENE
KLSHN2.KLSHN,BLI,KIENO DNHRT KLSHN
KNOST2.KNOST,TPA,WOBAD LOREC KNOST
KNURL1.KNURL,PIH,KNURL
KODI7.ODK,ADQ,ODK RWO
KREST3.KREST,RDD,KREST
KRITR6.KRITR,AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ,JDEAN KRITR
KRMSN4.KRMSN,OKC OUN PWA,SWTZR KRMSN
KRSTA3.KRSTA,BNA,CERAH KRSTA
KRUMM1.FUZ,DAL,FUZ
KSHEE5.KSHEE,STL,KSHEE
KUMBA1.KUMBA,L08,HETMA KUMBA
KUSSO1.KUSSO,50F ADS AFW CPT DAL DFW DTO F41 F46 FTW FWS GKY GPM HQZ JWY LNC LUD NFW RBD TKI WEA,SALVE KUSSO
KWANG6.KWANG,SBA,KWANG
